Gene,IR_039,IR_046,PD_016,IR_031,PD_021,IR_047,IR_002,PD_028,IR_050,IR_016,IR_019,PD_025,IR_027,PD_029,IR_020,HR_056,HR_063,PD_001,HR_048,PD_006,HR_064,HR_019,PD_013,HR_067,HR_033,HR_036,PD_010,HR_044,PD_014,HR_037
ELAVL1,158,105,420,429,77,734,218,325,102,174,84,0,95,3620,79,256,63,1054,404,0,0,122,0,0,62,48,0,0,0,0
ELAVL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELAVL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0
ELAVL4,0,0,12,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ELF1,115,151,80,216,80,236,122,175,149,532,305,58,72,91,449,61,65,20,60,0,42,98,59,12,361,121,10,108,0,108
ELF2,66,70,32,30,0,27,0,170,100,79,187,0,62,233,168,65,70,24,33,0,77,35,144,0,143,83,0,0,0,34
ELF3,183,418,1167,252,259,644,991,735,1169,925,155,867,206,0,132,117,585,60,477,177,489,415,1878,247,159,66,1544,363,993,157
ELF4,678,862,2268,683,440,957,363,870,642,155,629,10,1053,0,1064,652,183,417,472,0,771,388,1598,1284,471,350,0,0,0,1269
ELF5,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELFN1,34,0,0,0,0,0,0,126,0,0,20,176,22,0,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0
ELFN2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELK1,11,29,14,25,0,76,39,3,19,49,10,36,29,8,13,6,18,2,10,0,0,23,0,0,0,2,0,25,11,0
ELK3,182,490,350,174,322,162,123,359,234,969,99,0,247,0,95,251,715,0,731,0,200,106,880,0,293,47,0,130,0,710
ELL,2077,818,112,1860,461,972,501,631,1496,1133,1266,1124,1636,0,1513,1169,0,530,339,0,481,607,1345,560,401,434,0,532,0,384
ELL2,3870,7518,5301,2953,5566,10257,10220,3839,5155,7465,4074,3450,4564,5088,12751,3097,6656,2819,2742,0,6660,3835,1161,1235,6975,5389,3304,2364,1737,12599
ELL3,10,33,382,6,0,39,0,74,16,52,5,0,3,0,7,32,0,0,0,38,0,0,0,0,0,3,0,0,0,0
ELMO1,328,189,48,173,62,121,294,89,176,178,373,49,229,79,185,218,204,121,239,0,55,93,272,0,230,49,83,54,0,95
ELMO2,150,361,60,209,0,343,48,71,103,369,89,0,83,0,170,72,0,98,13,0,0,94,0,0,112,20,0,0,0,219
ELMO3,98,59,0,89,0,166,275,36,54,106,40,0,33,0,2,71,0,119,68,0,0,37,0,0,8,23,1124,0,187,69
ELMOD1,272,1470,1431,593,840,1547,1604,253,358,1454,32,1348,79,189,432,96,234,0,221,568,0,298,0,1306,571,100,0,561,195,1102
ELMOD2,145,104,0,115,192,91,75,58,119,242,130,0,42,0,30,50,0,0,45,0,130,0,97,0,142,38,0,0,0,224
ELMOD3,102,168,168,59,0,0,12,98,50,6,25,0,50,0,274,86,0,0,0,0,0,184,0,0,0,0,0,0,0,0
ELN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELOF1,298,523,343,109,114,388,0,78,181,469,116,463,212,399,117,197,0,523,455,0,75,162,0,0,177,161,0,0,0,0
ELOVL1,946,1578,1002,569,4675,2196,643,740,381,2207,307,3387,550,963,687,552,271,828,337,269,414,1190,0,378,936,331,1848,455,292,920
ELOVL2,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0
ELOVL3,108,1635,942,261,104,2168,1054,913,132,2242,59,1181,521,0,859,94,0,566,506,146,449,1159,1,77,1338,228,0,342,0,412
ELOVL4,12,143,425,10,424,109,118,252,17,142,9,567,12,0,70,3,9,238,12,93,19,58,69,9,72,57,70,30,0,20
ELOVL5,6183,18886,4719,5171,4391,18241,5169,8926,4941,12622,7559,3034,4204,3837,14109,3967,6506,6678,2400,9025,3501,4471,7486,3790,7315,5825,4798,3454,1086,1635
ELOVL6,188,32,0,0,407,23,69,0,0,185,0,0,0,0,23,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0
ELOVL7,176,344,1965,90,2049,187,174,367,119,302,23,2984,15,0,57,23,80,143,49,0,181,206,0,937,137,31,0,26,841,268
ELP2,19,23,0,23,21,30,16,7,1,32,13,0,15,0,19,16,0,0,27,0,0,19,0,0,11,5,0,0,0,5
ELP3,90,302,0,56,62,245,0,0,8,212,38,0,47,0,124,62,0,0,70,0,162,42,0,0,76,26,0,46,0,697
ELP4,7,21,146,0,0,12,0,49,68,35,17,0,6,0,3,0,0,0,17,0,0,0,0,0,16,68,0,0,0,0
ELSPBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELTD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMB,81,125,451,34,401,66,73,1309,84,104,171,485,32,0,126,37,31,0,46,713,18,78,916,0,71,58,415,38,0,337
EMCN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMD,62,117,144,58,92,229,109,79,74,90,58,100,98,160,115,116,13,101,102,0,43,121,21,0,80,7,195,49,59,51
EME1,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0
EMG1,259,262,0,319,0,172,485,3,103,232,26,0,123,870,198,280,439,0,45,0,0,158,1022,0,107,88,0,0,0,0
EMID1,9,0,0,0,0,106,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21,0,0,0,0,0
EMID2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMILIN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMILIN2,2364,1503,990,745,830,701,620,679,1128,1582,952,507,1062,1,789,1907,1067,1749,569,910,1865,228,0,0,499,425,0,1697,0,1717
EMILIN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EML1,225,40,118,112,0,102,30,0,55,185,12,0,1,0,50,10,0,0,55,0,94,136,0,0,26,29,1498,0,0,96
EML2,139,86,214,154,1675,87,436,243,111,188,30,286,150,0,502,67,0,0,31,0,0,238,0,0,65,33,0,1107,0,0
EML3,182,227,507,239,216,341,321,144,110,73,175,1266,72,0,36,97,0,177,102,0,88,247,0,0,18,20,0,0,0,0
EML4,238,163,308,360,183,358,1075,104,157,431,457,233,367,64,341,188,0,0,186,0,103,284,11,63,322,241,0,614,43,101
EML5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EML6,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0
EMP1,2290,1883,1194,1169,3704,4139,3063,3239,3381,2657,654,1717,615,3617,588,653,3806,1161,2791,0,15933,1945,28791,1346,571,1186,4584,485,237,9823
EMP2,705,644,800,0,1862,1089,176,200,62,642,38,549,48,0,101,156,0,0,720,0,52,341,2980,0,206,0,2941,150,0,407
EMP3,5629,3187,3146,2737,8650,4746,2289,5979,2043,2746,2974,3131,4127,2731,7511,5286,2273,9419,2247,921,1206,2490,4973,473,2195,2036,0,2594,3,2599
EMR1,400,268,0,80,515,254,21,631,186,89,373,0,202,0,639,109,0,0,0,0,28,64,0,295,173,133,0,0,0,0
EMR3,4,8,0,19,0,0,0,0,7,5,35,0,10,0,25,6,0,0,3,0,4,15,5,0,26,6,0,11,0,9
EMR4P,11,0,0,8,0,0,0,0,6,19,4,0,4,50,0,4,0,11,12,0,29,0,0,0,3,0,0,63,0,0
EMX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMX2OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
EN1,0,2,0,0,0,30,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0
EN2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENAH,139,0,206,0,0,0,68,0,253,59,0,0,0,0,0,5,2,0,51,0,0,125,0,3129,7,61,0,0,0,0
ENAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENC1,103,1090,1276,0,304,1439,606,668,199,465,11,1608,177,1925,521,131,0,757,224,1863,44,907,284,28,273,144,1251,510,1006,234
ENDOD1,90,40,73,13,71,96,47,43,34,123,7,96,22,0,37,12,0,0,33,0,407,99,183,0,2,66,0,0,0,192
ENDOG,23,18,0,0,0,0,0,0,5,7,6,0,5,0,0,29,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ENDOU,368,92,47,164,1777,470,155,0,11,635,21,0,27,0,208,49,0,0,159,0,0,297,0,0,204,62,0,133,0,85
ENDOV,7,10,0,2,0,15,0,0,0,17,7,0,12,0,7,11,0,0,0,0,0,29,0,0,0,8,0,37,0,0
ENG,164,60,0,432,57,174,116,61,187,141,45,0,69,0,30,265,213,146,308,0,0,39,285,0,39,0,0,0,0,135
ENGASE,88,189,0,0,0,0,182,0,11,86,57,0,33,0,15,39,0,181,8,0,0,233,0,0,0,0,0,88,0,0
ENHO,0,13,2,0,0,0,20,0,12,0,3,36,1,0,6,4,0,0,2,0,0,0,0,0,1,0,0,11,0,0
ENKUR,0,0,553,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,11,0,0,0,0,0,30,0,0,0,0,0
ENO1,7733,7128,5987,7285,12769,7926,5219,5905,3565,6803,5426,11218,7056,7620,7338,9541,1650,7753,9590,1020,3951,4613,6183,1013,4970,4886,2244,5448,3485,8760
ENO2,31,0,0,86,0,305,183,0,60,169,17,1,45,0,22,213,0,0,180,35,0,8,380,0,0,0,0,0,0,202
ENO3,104,52,0,1,683,0,122,0,31,41,53,696,83,0,29,72,0,1765,0,0,0,138,0,0,109,0,0,0,98,574
ENO4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENOPH1,78,88,105,31,51,0,174,0,9,38,7,0,35,0,13,19,78,0,56,0,0,14,0,0,85,135,0,86,0,0
ENOSF1,201,793,0,211,148,383,0,0,131,392,68,0,143,0,117,122,0,0,649,0,0,189,0,0,190,121,0,138,0,652
ENOX1,2,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
ENOX2,50,0,0,0,0,0,0,442,16,63,27,1,5,0,0,124,0,0,85,0,0,79,0,0,53,43,0,0,0,0
ENPEP,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENPP1,1,14,0,9,0,0,0,0,1,0,10,0,0,0,8,5,0,0,10,0,0,0,0,0,96,0,0,0,0,69
ENPP2,534,1091,496,84,0,317,324,332,172,0,210,1,131,2627,22,431,0,641,249,0,0,27,0,0,239,216,1480,318,0,244
ENPP3,0,0,0,0,0,0,0,0,6,0,0,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENPP4,23,188,0,0,0,88,384,0,5,106,12,0,21,0,26,0,0,0,83,0,235,61,2105,0,35,85,1425,0,0,0
ENPP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENPP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENPP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSA,1723,2110,1135,1317,1691,3743,2341,1204,835,2789,1376,530,1075,0,1351,1193,1663,77,1670,0,1236,1242,772,0,1121,581,1370,1947,0,1390
ENTHD1,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENTPD1,427,144,288,284,243,270,562,162,242,348,345,35,277,386,119,297,58,309,132,0,73,112,209,0,402,189,0,199,0,110
ENTPD2,19,0,0,0,139,6,0,0,11,30,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,47,0,0,0,0
ENTPD3,0,0,0,0,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENTPD4,502,505,62,78,725,212,98,13,349,309,322,853,323,0,449,353,0,170,97,0,0,86,622,0,271,154,0,0,307,141
ENTPD5,67,0,0,0,0,0,76,156,38,15,0,3,56,994,21,53,0,1,243,0,0,63,0,0,0,27,0,0,0,0
ENTPD6,61,42,0,62,0,61,90,0,66,66,50,3,61,0,96,59,0,230,71,450,0,0,150,0,36,0,0,0,1,0
ENTPD7,163,154,1177,96,0,224,268,293,112,160,180,0,74,696,153,86,50,431,70,0,96,0,518,0,145,113,0,0,0,20
ENTPD8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENY2,802,674,328,419,463,0,0,944,261,882,317,0,329,0,685,653,366,1162,821,0,658,39,688,0,388,790,0,738,636,501
EOMES,0,20,0,0,0,0,0,0,26,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP300,32,18,15,21,17,17,26,8,18,61,63,8,33,6,93,24,0,1,14,5,67,21,10,0,55,13,0,16,0,10
EP400,457,55,341,111,0,183,154,389,121,71,91,0,126,639,70,201,0,0,132,0,0,199,234,0,161,110,0,0,0,162
EPAS1,1291,886,712,236,3357,1160,86,8,206,538,94,1096,283,3063,190,330,0,2612,347,0,87,442,456,0,123,176,0,280,0,0
EPB41,1167,4574,279,3143,874,3661,1385,4333,1300,677,3138,277,1196,5421,2852,1800,417,70,279,0,265,462,973,730,1022,5668,0,149,0,14326
EPB41L1,60,0,0,68,0,14,0,1,0,2,0,57,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,0,2,0
EPB41L2,22,0,142,0,1,0,0,0,0,0,4,0,7,0,0,59,0,0,0,0,0,0,0,0,32,0,0,56,0,0
EPB41L3,851,714,1658,580,2327,390,220,276,660,792,481,0,480,0,337,766,351,2027,392,1439,364,138,0,0,727,471,0,613,0,185
EPB41L4A,9,0,0,0,0,0,0,1106,64,35,12,0,8,0,0,9,0,0,140,0,0,0,0,132,0,14,0,0,0,0
EPB41L4B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
EPB41L5,39,19,0,0,0,0,0,0,19,74,5,0,6,0,572,14,0,0,308,0,0,28,0,0,0,0,0,0,0,0
EPB42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPB49,17,10,320,0,0,42,0,0,11,0,0,4,1,0,1,7,0,0,137,0,0,0,0,0,9,9,0,0,0,0
EPC1,68,80,296,37,86,71,150,246,100,104,362,0,48,149,56,87,0,353,113,0,88,8,0,0,108,88,0,0,0,17
EPC2,408,549,0,277,0,804,1,479,455,283,452,0,85,0,406,98,195,364,277,0,134,186,0,0,407,120,0,0,0,1049
EPCAM,10,8,0,0,0,0,175,200,49,33,0,0,10,0,2,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
EPDR1,0,0,0,107,0,0,0,0,0,0,0,0,0,0,38,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0
EPG5,201,1189,397,182,909,853,65,684,207,784,226,1258,171,135,266,43,261,108,86,0,313,497,0,439,429,246,0,154,0,87
EPHA1,10,25,0,6,0,33,45,0,20,25,1,0,112,0,7,4,0,2,45,0,0,0,6,0,15,3,0,0,0,0
EPHA10,0,0,0,0,0,0,285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
EPHA2,510,432,1,612,1751,475,0,2043,602,892,123,1,21,0,276,201,0,1,643,0,764,229,2519,640,16,67,0,424,2099,348
EPHA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPHA4,94,0,15,11,141,60,0,0,64,17,0,0,0,0,0,0,0,0,12,0,0,55,0,0,35,0,0,0,0,0
EPHA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPHA6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPHA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPHA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPHB1,28,83,0,28,0,0,0,0,27,0,70,0,6,0,37,31,0,0,0,0,0,0,0,0,24,5,0,0,0,0
EPHB2,0,20,0,0,0,75,0,0,0,0,26,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0
EPHB3,393,87,605,0,533,232,398,20,95,287,86,421,65,0,57,119,0,514,282,0,201,288,0,228,35,123,0,25,0,384
EPHB4,53,316,0,125,0,0,0,0,38,0,0,0,96,0,198,0,0,0,36,0,0,132,1106,0,127,0,0,0,0,0
EPHB6,260,103,978,170,1078,476,152,0,298,300,65,0,128,0,92,253,648,345,132,0,196,406,2195,830,139,564,0,2,1230,511
EPHX1,22,79,0,0,0,77,172,0,4,45,2,0,7,0,0,0,0,0,0,0,116,17,0,0,37,39,0,0,0,0
EPHX2,5,57,0,0,0,75,0,22,0,0,4,0,5,0,38,4,0,0,25,0,0,14,0,0,22,13,0,0,0,0
EPHX3,1409,523,1795,410,6631,1697,1,1332,518,1504,82,5002,109,1198,221,158,637,0,118,0,439,1265,4,832,326,247,0,391,1861,585
EPHX4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPM2A,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,1,0,0,6,0,0,0,0,0,8,0,0,0,0,0
EPM2AIP1,37,113,0,38,180,0,0,95,34,54,64,0,38,0,83,21,115,265,7,7,97,0,0,0,32,18,0,0,0,0
EPN1,6,9,0,2,5,14,0,0,2,22,0,0,1,0,6,1,0,5,4,0,19,7,0,15,34,3,0,0,0,0
EPN2,180,204,885,0,1454,51,0,0,16,335,86,0,88,0,380,4,0,0,367,0,0,51,0,0,66,76,0,579,0,167
EPN3,2274,6045,1555,4290,7683,16951,3293,4654,1797,13277,338,19158,1112,3845,2302,597,2047,1681,4466,11837,1408,7722,453,985,1919,1039,0,2560,1744,8825
EPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPOR,98,96,0,0,8,0,4,0,56,0,47,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,327
EPRS,8,21,60,22,5,19,0,4,8,52,4,26,2,21,6,11,0,0,18,0,0,7,0,0,25,15,0,0,0,17
EPS15,599,920,1398,340,1165,866,622,2170,306,774,1052,2653,193,574,745,223,320,733,337,70,506,223,256,0,556,367,427,352,0,886
EPS15L1,1810,1755,456,1462,1096,2372,1950,270,989,842,1893,309,2955,635,1701,850,1028,276,608,0,818,725,745,0,901,526,0,790,0,1039
EPS8,41,46,0,3,107,149,315,0,36,195,73,0,8,0,0,16,0,31,0,0,84,7,0,0,2,33,0,0,280,227
EPS8L1,1107,1751,2843,688,7101,2081,2056,634,1055,3736,208,4573,495,953,444,434,736,1381,753,3350,1528,3323,4896,832,655,403,1150,379,2627,1599
EPS8L2,1,7,3,4,3,8,4,2,0,4,0,8,1,0,2,0,0,0,4,0,0,14,8,6,3,0,0,0,0,0
EPS8L3,0,0,5,0,0,0,0,0,10,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPSTI1,13,8,23,14,68,0,21,200,10,18,15,0,3,60,3,5,0,26,4,1,11,12,83,0,4,1,0,3,0,5
EPT1,45,64,0,402,177,0,0,0,0,43,21,0,1,0,27,19,0,362,20,0,0,64,0,0,8,30,0,0,0,0
EPX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERAL1,190,31,0,0,0,187,0,4,61,491,160,770,127,0,83,186,0,375,357,0,169,70,0,0,166,417,0,0,0,0
ERAP1,96,70,0,97,243,25,0,0,65,59,103,0,106,0,208,105,426,154,131,0,0,0,507,0,99,148,0,97,207,48
ERAP2,153,239,0,110,0,312,0,0,70,88,4,0,33,0,0,56,31,362,146,0,0,1,0,0,21,56,0,0,0,0
ERAS,0,0,0,0,0,0,0,0,4,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERBB2,267,23,38,0,787,177,52,47,4,65,18,22,12,195,10,3,0,0,122,68,0,126,0,341,12,0,0,0,0,0
ERBB3,960,1077,631,237,3259,894,0,272,274,293,57,0,85,58,153,59,558,45,117,564,272,775,28,0,155,102,0,0,0,310
ERBB4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERC1,26,16,38,9,2,23,52,0,45,12,42,0,12,0,4,80,0,13,11,0,18,0,55,0,30,11,0,0,0,0
ERC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERCC1,4,133,68,47,0,304,22,50,10,78,12,250,26,0,67,17,0,0,43,0,121,40,0,0,47,34,0,0,0,8
ERCC2,32,0,0,34,0,47,0,0,0,0,18,0,8,0,0,71,0,0,48,0,0,0,0,0,34,0,0,0,0,0
ERCC3,33,38,220,31,52,85,21,47,32,44,58,298,43,0,26,37,0,9,14,0,12,19,0,0,77,32,0,28,0,0
ERCC4,19,24,0,89,0,0,0,0,25,0,11,0,11,0,0,23,0,0,18,0,0,0,0,0,0,0,0,0,0,0
ERCC6,138,49,0,73,0,298,417,12,94,148,55,0,44,0,185,35,0,0,58,0,457,118,0,0,198,51,0,0,0,0
ERCC6L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERCC8,7,35,0,35,0,8,0,75,9,0,7,0,0,0,0,3,43,0,5,0,0,0,0,0,0,27,0,0,0,24
EREG,1,4,111,3,449,22,30,5,95,48,1,0,7,0,6,11,10,27,1,0,16,9,19,0,30,13,0,7,0,17
ERF,245,184,0,380,0,360,214,223,58,335,289,346,138,0,598,244,0,0,350,0,0,106,0,0,143,0,0,69,0,100
ERG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERGIC1,1668,812,336,2251,196,1544,387,510,1573,1167,1715,460,1225,0,3071,1935,740,116,689,250,187,686,72,0,939,724,0,1500,0,992
ERGIC2,144,306,607,229,207,146,74,534,289,145,477,0,70,0,210,85,0,296,105,0,0,282,1291,454,148,292,0,158,0,72
ERGIC3,1559,2088,1654,974,5098,2139,2127,1574,532,1670,669,338,700,1407,810,832,2130,1074,1959,0,980,1083,0,351,824,1036,1374,324,0,759
ERH,162,184,362,109,131,246,117,21,64,347,111,0,99,195,167,141,0,14,337,0,184,117,375,160,205,226,0,102,0,0
ERI1,211,70,1145,62,0,39,130,232,420,34,475,471,101,677,165,68,3,201,10,0,198,82,0,0,215,234,0,44,0,100
ERI2,17,16,0,0,0,0,0,0,10,31,4,0,3,0,0,0,0,0,5,0,0,0,0,83,12,0,0,0,147,0
ERI3,38,25,0,88,44,57,0,0,11,101,44,0,0,0,0,54,0,0,52,0,0,142,0,0,20,0,0,0,0,0
ERICH1,135,39,131,210,119,159,114,0,193,66,147,0,47,0,74,101,0,0,110,0,0,37,0,0,105,105,0,0,0,0
ERLEC1,46,76,150,0,0,119,246,34,24,118,19,0,21,0,37,15,0,0,38,0,0,110,0,0,60,0,0,66,0,13
ERLIN1,1,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERLIN2,64,147,0,67,0,60,2,0,42,14,132,424,43,0,75,95,0,0,89,298,0,2,0,0,21,34,0,0,0,33
ERMAP,32,18,0,30,0,22,25,0,13,5,15,0,36,0,0,5,0,0,4,0,0,0,0,0,34,0,0,0,0,0
ERMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERMP1,38,39,170,17,72,175,0,3,74,19,31,0,20,0,39,13,0,0,0,0,37,58,0,0,22,0,0,0,0,60
ERN1,154,351,301,462,494,265,39,568,317,486,258,134,372,0,1277,225,72,79,168,126,10,300,0,0,318,29,1254,389,0,269
ERN2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ERO1L,121,541,485,123,313,282,377,164,456,332,152,962,178,0,317,159,71,260,91,0,788,403,2931,1091,307,135,345,90,0,731
ERO1LB,13,46,73,17,0,7,0,73,25,13,2,0,11,0,2,12,0,0,0,0,0,30,207,0,4,0,0,5,0,0
ERP27,1,9,0,26,0,16,0,0,4,6,6,0,0,0,0,10,0,0,0,0,0,0,0,0,20,30,0,0,0,0
ERP29,4,3,20,8,5,5,7,2,5,16,0,1,0,0,10,0,0,0,17,0,0,6,0,0,12,3,0,0,0,0
ERP44,845,375,205,535,222,391,728,308,377,569,753,90,401,768,1340,400,70,180,286,0,361,154,232,0,543,390,0,461,0,744
ERRFI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERV3-1,165,388,490,222,367,584,399,51,193,278,275,1123,194,118,621,126,0,129,27,0,0,247,425,0,210,147,285,366,245,273
ERVFRD-1,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERVK13-1,199,122,0,93,0,64,0,0,14,41,15,0,71,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERVMER34-1,34,229,0,0,175,0,0,0,20,54,0,0,0,0,18,0,0,183,0,498,0,21,0,0,10,0,0,0,0,0
ERVV-1,0,0,20,0,11,0,0,0,0,0,0,10,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
ERVV-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESAM,19,0,0,0,0,62,0,0,0,0,0,0,0,0,0,9,0,0,24,0,204,29,0,0,0,0,0,0,0,0
ESCO1,4,3,9,2,0,3,0,0,2,4,6,0,2,0,4,1,0,0,0,0,2,3,1,0,3,4,0,0,0,2
